,index,text
1968,"莪术治宫颈癌,体内、外实验表明,不仅能直接抑杀癌细胞,其瘤苗尚具有主动免疫保护作用。",1
1969,3.药物不要放在孩童可触及的地方。,1
1970,本品为深褐色的水蜜丸;,1
1971,0.34g108片盒,1
1972,"本品为薄膜衣片,除去薄膜衣后呈深黄色至黄褐色,气微香,味微苦忍冬藤盆炎净片(大唐)",1
1973,"用于痛经、下腹坠胀、腰背疼痛[unused1]非处方药物(乙类),外用药物",1
1974,尚无本品与其他药物相互作用的信息。,1
1975,"铝塑泡罩包装,12片板x2板盒。",1
1976,"5,服药后痛经不减轻,或重度痛经者,应到医院诊治。",1
1977,"10、请将本品放在儿童湿热下注所致的带下病,症见赤白带下,量多臭味",1
1978,3.运动员慎用。,1
1979,"用于月经量少、后错,经期腹痛养血,调经,止痛。",1
1980,逐瘀生新。,1
1981,子宫内膜异位症[unused1]用于子宫内膜异位症所致的继发性痛经、月经不调、盆腔包快、不孕,1
1982,"本品为胶囊剂,内容物为棕色至棕褐色的粉未;",1
1983,具有抗炎[unused1]尚不明确。,1
1984,清热、利湿、通淋。,1
1985,"本品为胶囊剂,内容物为棕色或黑棕色的粉末;",1
1986,"8、若使用中出现刺痛,烧灼刺痛,烧灼加重,暂停使用。",1
1987,10g6袋盒,1
1988,前列腺增生[unused1]每片重0.5g,1
1989,气味香、味微苦。,1
1990,"pvc、铝箔装,12片板,3板盒。",1
1991,"固体药用复合硬片包装,每盒4粒。",1
1992,"3.[unused1]气血两虚引起的月经量少,色淡质稀,伴有头晕心悸,疲乏无力等不宜选用本药。",1
1993,"铝塑包装,18粒板X2板盒。",1
1994,"或在医生指导下使用,每晚一粒。",1
1995,"用于血虚所致的月经量少,色淡,头晕乏力[unused1]密封,置阴凉处。",1
1996,"扶正固本,益肾利尿镇痛作用。",1
1997,"1.未见本品对子代安全性研究资料,请在医生指导下用药。",1
1998,广西清之品制药有限责任公司,1
1999,"用于妇人宿有瘕块,或血瘀经闭,行经腹痛,产后恶露不尽[unused1]口服。",1
2000,"青海省格拉丹东药业有限公司[unused1]益肾,养心安神,强筋骨。",1
2001,子宫肌瘤、盆腔炎性疾病、痛经、子宫内膜异位症、卵巢囊肿见上述证候者;,1
2002,"4.心悸气短症状明显,应去医院诊治。",1
2003,急性和长期动物试验均未发现不良反应和病理改变。,1
2004,"实验证明,本品能有效抑制血栓形成和血小板粘附,明显缩短红细胞电泳时间,降低血清胆固醇TC及血清甘油三酯TG、较强的延长血浆复钙、凝血酶原时间,改善微循环,具强的纤溶活性和抗凝血活性。",1
2005,PVC硬片、铝箔泡罩包装。,1
2006,"用于血瘀有寒引起的月经不调,小腹胀痛,腰痛,白带[unused1]用于血瘀有寒引起的月经不调,小腹胀痛,腰痛,白带",1
2007,"本品为薄膜衣片,除去包衣显棕褐色或棕黑色:味苦、微酸。",1
2008,健脾燥湿。,1
2009,"舒肝清热、健脾养血,用于月经不调、腹部胀痛",1
2010,3.高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。,1
2011,珠海星光制药有限公司,1
2012,"用于功能性子宫出血,人工流产术后出血、放取环术后出血、鼻衄、胃出血[unused1]及内痔出血[unused1]铝塑包装,2x12粒板盒。",1
2013,"用于肾脾双虚,气滞血瘀,前列腺增生,慢性前列腺炎,面色晃白,神疲乏力,腰膝疲软无力,小腹坠胀,小便不爽,点滴不出或尿频、尿急或尿道涩痛[unused1]如与其他药物同用可能发生相互作用,详情请咨询医师或药师。",1
2014,"服药期间,忌食辛辣刺激性食物,避免剧烈运动及重体力劳动。",1
2015,"用于尿频、尿急、排尿滴沥不尽,慢性前列腺炎及前列腺增生慢性前列腺炎及前列腺增生症见上述症候者",1
2016,"水丸69袋,一日2次。",1
2017,"淡盐汤或温开水送服,水蜜丸一次6克,大蜜丸一次1丸,一日2次。",1
2018,3.服用本品同时不宜服用藜芦、五灵脂、皂荚或其制剂;,1
2019,3、血管性水肿和支气管痉挛者。,1
2020,"活血化瘀,消炎止痛。",1
2021,"用于更年期出现的潮热汗出,眩晕,耳鸣,失眠,烦燥不安[unused1]36个月。",1
2022,国药准字Z53021098,1
2023,"铝塑板,12片板2板盒。",1
2024,"用于阴阳两虚,症见阳萎,阴冷,梦遗滑精,神疲乏力等。",1
2025,"连服2个月周期(每个月经周期服用21天,经期停用)。",1
2026,镀铝复合膜袋包装;,1
2027,1.孕妇忌用。,1
2028,"香附、延胡、赤芍能抑制子宫收缩,松弛子宫平滑肌孕妇忌服。",1
2029,中医:清热解毒、利湿通淋。,1
2030,增强去势小鼠学习和记忆能力;,1
2031,"本品为中西复方制剂,鉴于尚无充分的临床研究数据证实本复方制剂可以减低或消除其中化学药物呋喃唑酮的不良反应或其他应当注意的事项,故在此罗列口服所含化学药物呋喃唑酮的相关内容,以提示医生和患者在使用本品时予以关注。",1
2032,"用于气血两虚兼有血瘀所致的月经不调益气养血,活血调经[unused1]益气养血,活血调经。",1
2033,上海中医大药业股份有限公司,1
2034,"气微香,味苦、酸。",1
2035,"本品为硬胶囊,内容物为棕黑色的粉末;",1
2036,"7.[unused1]各种流产后腹痛伴有阴道出血,服药一周无效者应去医院就诊。",1
2037,"一次4-6片,一日3次,小儿酌减。",1
2038,辽宁上药好护士药业(集团)有限公司,1
2039,"用于肾亏遗精,阳痿早泄,失眠健忘[unused1]铝塑板包装,310粒板盒。",1
2040,"用于肝肾不足所致须发早白,头发稀疏、干枯生发丸(脱停)",1
2041,每袋装8g,1
2042,"用于阳痿早泄,腰膝酸软,津亏自汗,头目眩晕等症。",1
2043,"用于气血两虚、气滞血瘀所致的月经不调、行经腹痛丸剂[unused1]聚氯乙烯塑料壳挂蜡,装盒,每盒6丸。",1
2044,用于慢性前列腺炎以及由前列腺炎引起的尿频、尿急、尿道涩痛、淋浊、性欲减退、阳萎早泄等症。,1
2045,"温黄酒或温开水送服,一次1丸,一日2次。",1
2046,每盒附有阴道冲洗器。,1
2047,山西黄河中药有限公司,1
2048,合肥华威药业有限责任公司,1
2049,"口服,一次24片,一日2次。",1
2050,"用于瘀血内停所致的小腹胀痛,经色紫黯有块,以及子宫壁间肌瘤及浆膜下肌瘤见上述症状者。",1
2051,"用于产后瘀血不净,少妇腹痛。",1
2052,"口服,一次1袋,一日3次,15天为一疗程,可连服两个疗程。",1
2053,"药品包装用复合膜,10g10袋盒。",1
2054,"本品为硬胶囊,内容物为棕褐色至深褐色颗粒及粉末;",1
2055,"4、老人、少女、孕妇、或长期服药、超剂量服药,均应在医师指导下。",1
2056,"3.服药1周症状无改善,或服药后症状加重者,应去医院诊治。",1
2057,阴虚火旺.月经量过多者不宜服用。,1
2058,活血化瘀生冷。,1
2059,一次2-3丸;,1
2060,24s盒。,1
2061,味甜酸、微麻。,1
2062,"用于月经量少、后错,经期腹痛。",1
2063,证见;,1
2064,"用于气血亏虚所致贫血,产后血虚、体弱、月经不调、闭经[unused1]尚不明确。",1
2065,"5.对晚育妇女妊娠后,有促进胎儿发育和预防流产的作用,宜长期服用,直至分娩。",1
2066,"慢性肾炎、蛋白尿,血尿,见神疲乏力,腰酸腿软,面目、四肢浮肿,头晕耳鸣等",1
2067,"用于疲乏无力补气,养血,调经。",1
2068,"用于气滞血瘀所致乳腺小叶增生,子宫肌瘤,卵巢囊肿[unused1]子宫疾病用药",1
2069,每粒0.4g,1
2070,"铝塑包装,18片板,4板盒。",1
2071,"主要有雄激素样作用,增强机体免疫功能,改善精液的异常[unused1]壮阳补肾,治疗性欲淡漠,阳痿滑泄,腰腿酸痛,肾囊湿冷,精神萎靡,食欲不振等症6盒一疗程",1
2072,"一次4克(一袋),一日3次,七至十天为一个疗程。",1
2073,"体外试验表明,新生化颗粒对痢疾杆菌、大肠杆菌、绿脓杆菌、变形杆菌和金黄色葡萄球菌均有很好的抑菌[unused1]6g12袋",1
2074,"一次2袋,一日23次。",1
2075,"口服,一次1丸,一日1-2次,空腹用红糖水送下。",1
2076,"用于月经不调,月经量少",1
2077,"用于血虚气滞,月经不调[unused1]李时珍医药集团有限公司",1
2078,"气香,味甘、酸、苦。",1
2079,5.6g12袋盒,1
2080,"铝塑泡罩包装,15粒2板。",1
2081,"塑料瓶,12粒瓶1瓶盒。",1
2082,用于乳腺增生[unused1]用于乳腺增生,1
2083,10ml10瓶盒。,1
2084,"2.使用本品超过1周者,应检查血、尿中砷离子浓度,检查肝、肾功能,超过规定限度者立即停用。",1
2085,3.[unused1]弃去指套垫上卫生巾(纸)。,1
2086,"活血破瘀,通经消痞水蜜丸)",1
2087,"用于瘀血内停所致的小腹胀痛,经色紫黯有块,以及子宫壁间肌瘤及浆膜下肌瘤[unused1]口服。",1
2088,3.具有保肝作用。,1
2089,甘南藏药制药有限公司,1
2090,药液在常温(2537度)下注入。,1
2091,"6.按照用法用量服用,小儿及年老者应在医师指导下服用。",1
2092,"浙江东日药业有限公司[unused1]活血,理气,散寒止痛。",1
2093,"本品为糖衣片,除去糖衣后,显褐色;",1
2094,"用于再生障碍性贫血,白细胞减少症、血小板减少症等",1
2095,"主治功效:行气破瘀,消炎,生肌,止痛。",1
2096,"口服,一次68片,一日3次。",1
2097,2.服药期间忌食辛辣生冷食物。,1
2098,"气芳香,味辛,甘。",1
2099,每片重0.25g(糖衣、薄膜衣),1
2100,"片剂(糖衣,薄膜衣)[unused1]清利湿浊,化瘀散结。",1
2101,"5.治疗阴道炎时,可借助润洗器来使用。",1
2102,"滴虫性阴道炎、霉菌性阴道炎、非特异性阴道炎、宫颈糜烂湿热下注清热解毒、燥湿杀虫、祛腐生肌之功效,方中主以人参茎叶总皂苷滋阴固本,增强人体抵抗能力;",1
2103,"本品为薄膜衣片,除去包衣后显浅褐色至褐色,气芳香,味微苦。",1
2104,每盒装1瓶。,1
2105,"用于慢性前列腺炎证见:小便频急,尿后余沥,尿后滴白,尿道涩痛,腰骶疼痛,阴囊潮湿,睾丸疼痛等症",1
2106,"本品为糖衣片,除去包衣后显棕色至棕褐色;",1
2107,个别过敏体质患者可引起过敏反应。,1
2108,用于阴虚火旺所致的口腔炎症;,1
2109,"用于湿热下注所致的带下病,症见带下量多、色黄、质稠,腥臭、阴部瘙痒;",1
2110,"开水冲服,一次3克,一日3次。",1
2111,"用于脾虚湿盛,肝郁气滞脾虚湿盛化湿止带补中健脾,疏肝解郁糖尿病者[unused1]用于白带异常、带下症",1
2112,前列舒乐颗粒对巴豆油所致耳肿胀及醋酸所致腹腔毛细血管通透性增高有抑制作用。,1
2113,"益母草碱对子宫的兴奋作用可持续几个小时,但冲洗后可恢复。",1
2114,个别患者服药后偶有出现恶心症状。,1
2115,"一服6片,一日3次。",1
2116,每粒重1.5g(含苦参总碱以氧化苦参碱计为100mg),1
2117,"孕妇及对本品过敏者禁用,孕妇忌用。",1
2118,吉林金恒制药股份有限公司,1
2119,"药理研究证明,土茯苓有抗炎、镇痛、利尿作用。",1
2120,"4、服药时间:一般宜在月经来潮前37天开始,服至疼痛缓解。",1
2121,"药用铝箔包装,18片盒。",1
2122,"下列情况患者慎用:酒精中毒、肝炎、急性感染、肠道炎症、胰腺炎、胃及十二指肠溃疡,溃疡性结肠炎。",1
2123,用于气滞血瘀证所致的痛经,1
2124,"小鼠灌胃给药急性毒性试验中,最大给药量折合生药量205gkg,动物未出现死亡;",1
2125,"口服,大丸一次6丸,一日12次。",1
2126,"用于气血两虚,身体瘦弱,腰膝酸软,月经量少腰膝酸软身体瘦弱茶和吃萝卜,不宜同时服用五灵脂、皂荚或其制剂。",1
2127,"糖尿病或患有其他疾病者,应在医师指导下服用。",1
2128,药用复合膜[unused1]每盒装10袋。,1
2129,"5、对机体代谢的影响:本品能使血浆cAMP含量明显上升,并促进核酸与蛋白质合成代谢,使肌肉发达,骨骼健壮,增强男性体魄。",1
2130,多器官功能失常综合征:100毫升加生理盐水100毫升静脉滴注。,1
2131,"1、忌生冷食物,不宜洗凉水澡。",1
2132,"气微香,味微甜而后苦。",1
2133,用于附件炎、子宫内膜炎、盆腔炎属湿热下注[unused1]尚不明确。,1
2134,寒凝血瘀[unused1]北京同仁堂制药有限公司,1
2135,"9、带下量多用药7天症状无缓解,应去医院就诊。",1
2136,"本品经动物抗疲劳试验,结果见其可延长游泳时间,有抗疲劳的作用。",1
2137,2)偶见内服致急性胃黏膜损害。,1
2138,"活血,化瘀,消症。",1
2139,2.阴虚火旺者禁用。,1
2140,"用于脾肾虚损,腰膝酸痛,阳痿遗精,耳鸣目眩,精血亏耗,肌体瘦弱,食欲减退,牙根酸痛食欲减退肌体瘦弱精血亏耗腰膝酸痛,阳痿遗精,耳鸣目眩[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师",1
2141,"铝塑泡罩装,每板装12片,每盒装2板。",1
2142,"一次58片,一日23次。",1
2143,亚宝北中大(北京)制药有限公司,1
2144,"用于心悸失眠,脾胃不和,老年虚弱,经络不利,肢体僵直[unused1]尚不明确。",1
2145,"清热利湿,凉血止Ｓ糜谑仍探崴拢蜓蚱担蚣[unused1]尿痛,泌尿系感染[unused1]铝塑。",1
2146,除湿健脾。,1
2147,"每次6克,一日两次。",1
2148,"3.有高血压心脏病、肾病或正在接受其他治疗者,均应在医师指导下服用。",1
2149,本品为硬胶囊子宫疾病用药,1
2150,气微香、味微甜、酸而涩。,1
2151,"每晚1粒,每日或隔日一次,6次为一疗程。",1
2152,"用于肾精亏损,元阳不足肾益精,温壮元阳。",1
2153,"1、非特异性外阴炎:取本品10ml,加温开水至50ml,混匀,擦洗外阴3-5分钟,一日2次。",1
2154,"5、严格按照用法用量服用,服药2周症状无缓解,应去医院就诊。",1
2155,孕妇[unused1]本品为棕褐色粉末;,1
2156,薄膜衣,1
2157,"2.口服呋喃唑酮期间饮酒,则可引起双硫仑样反应,表现为皮肤潮红、瘙痒、发热、头痛、恶心、腹痛、心动过速、血压升高、胸闷、烦躁等,故服药期间和停药后5天内,禁止饮酒。",1
2158,对本品任何成分过敏者禁用。,1
2159,"用于肾虚阳萎,滑精早泄,性功能减退[unused1]口服,一次3粒,一日2次。",1
2160,"益气补血,调经安胎。",1
2161,2[unused1]感冒发热病人不宜服用。,1
2162,清热消肿。,1
2163,"产后子宫复旧调理月经,子宫收缩药。",1
2164,"睡前和晨起排便后用药,将药栓塞入肛门4-6cm处,每次1粒,一日2次。",1
2165,本品为薄膜衣片大枣、甘草。,1
2166,"本品为胶囊剂,内容物为棕褐色的颗粒:气微香,味先甜而后苦、涩。",1
2167,10ml24支(仁和),1
2168,用于肝郁气虚所致的月经不调、经期前后不定、行经腹痛[unused1]孕妇忌服。,1
2169,"浙江南洋药业有限公司[unused1]清热燥湿,杀虫止痒烧灼、疼痛现象,停药或清洗阴部后可消除。",1
2170,"养血活血,行气止痛,用于气滞血瘀兼血虚所致月经不调、痛经,症见经行错后、经水量少、行经小腹胀痛月经量少月经过多者不宜服用本药。",1
2171,3.有高血压、心脏病、肾病、糖尿病或正在接受其他治疗的患者均应在医师指导下服用;,1
2172,1.皮肤破伤处不宜使用;,1
2173,"本品经动物实验性引咳模型,显示其有镇咳作用,对动物实验性致肿模型亦显示一定的抗炎效应,另外亦见本品可对免疫系统有所增强。",1
2174,2.感冒发热病人辛辣、生冷食物。,1
2175,1.经期忌生冷饮食.不宜洗凉水澡。,1
2176,江苏黄河药业股份有限公司[unused1]孕妇忌服。,1
2177,"两面针妇女祛风除湿,消瘀,壮筋骨功能,治妇女白带,跌打损伤;",1
2178,"用于肺肾阴虚,燥咳少痰,咽干喉痛燥咳少痰肺肾阴虚化痰止咳养阴润肺[unused1]迪沙药业集团有限公司",1
2179,使血小板粘附率明显增加。,1
2180,"用于毒热结于脏腑经络引起的痈疽初起,乳痈结核,红肿作痛痈疽初起[unused1]温黄酒或温开水送服。",1
2181,本品为红棕色水丸;,1
2182,0.53g36粒盒,1
2183,"7天为一个疗程,或遵医嘱。",1
2184,"用于肾虚精亏,气血虚弱肾虚精亏强筋壮骨补肾填精,强筋壮骨,益气补血。",1
2185,慢性盆腔炎、附件炎或附件炎性包块等,1
2186,"国家医保目录,中药保护品种二级",1
2187,活血化瘀、软坚散结、清热解毒、消炎止痛。,1
2188,"口服,小蜜丸一次9克;",1
2189,"用于菌痢,上呼吸道感染,扁桃体炎,尿路感染。",1
2190,"12.服用前应除去蜡皮,塑料球壳,本品不可整丸吞服.",1
2191,"用于气血两虚,身体瘦弱,腰膝酸软,月经不调,带下病",1
2192,"口服,一次5g(约三分之二瓶盖),一日3次,淡盐水或蜂蜜水送服。",1
2193,"方中主药丹参含丹参酮、丹参素等有效成分,具有多方面的药理作用。",1
2194,"一次4粒,一日3次;",1
2195,"1,忌辛辣,生冷,油腻气血两亏,气虚体弱,肢体劳倦。",1
2196,"9.儿童必须在成人胃肠道不良反应,如恶心、呕吐、上腹疼痛、便秘等。",1
2197,"用于湿热下注,带下黄稠,子宫内膜炎,附件炎,盆腔炎湿热下注[unused1]孕妇禁用。",1
2198,"壮腰健肾,养血滋阴。",1
2199,云南金乌黑药制药有限公司,1
2200,"用于慢性前列腺炎,前列腺增生,证见:尿频、尿急、尿淋沥,会阴、下腹或腰骶部坠胀或疼痛,阴囊潮湿等",1
2201,每瓶装200g,1
2202,睡前和晨起后由肛门塞入。,1
2203,"2、脑力劳动者服用可治疗用脑过度引起的记忆力下降,体倦乏力等症状;",1
2204,每片重0.26g(薄膜衣片),1
2205,"两面针味辛,苦温,有祛风利湿,舒筋活络,行气止痛,散瘀消肿功能;",1
2206,"用于月经不调,经期腹痛[unused1]密封,阴凉干燥处。",1
2207,"用于月经不调,经期腹痛,月经过多,久不受孕。",1
2208,"对于处于妊娠期的胰岛素依赖型或妊娠糖尿病的患者,采用胰岛素进行治疗以维持良好的血糖水平是非常重要的。",1
2209,"用于真阴不足,腰酸膝软,盗汗,神疲口燥[unused1]非处方药物(甲类),国家医保目录(乙类)",1
2210,"铝塑包装,12片每板,每盒4板。",1
2211,"5.平素月经量正常,突然出现经量少,须去医院就诊。",1
2212,"令患者排尽残留粪便后,取侧位用肛管插入直肠1214cm,缓慢推入。",1
2213,"少数患者服药后可出现轻度恶心,上腹部饱胀不适等胃肠道反应。",1
2214,铝塑板装;,1
2215,"口服,一次510丸,一日2次。",1
2216,3抗细菌作用:可抑制金黄色葡萄球菌、β-溶血性链球菌、大肠杆菌、伤寒杆菌、霍乱弧菌等的生长繁殖。,1
2217,"3.服用本品同时不宜服用含藜芦、五灵脂、皂夹或其制剂,不宜喝茶喝吃萝卜以免影响药效。",1
2218,"用于肾虚挟湿的良性前列腺增生症,症见小便淋漓,腰膝酸软,身疲乏力前列腺增生症[unused1]口服。",1
2219,其余药物亦有行气止痛、活血化瘀作用。,1
2220,"9.如正在使用其他药品,使用本品前请咨询医师或药师[unused1]。",1
2221,抑制大鼠热刺激和小鼠腹腔注射醋酸等致痛反应。,1
2222,"一次35粒,一日2次。",1
2223,嚼服。,1
2224,"用于肾阳虚损,阳萎早泄,宫冷不孕,性机能衰退",1
2225,9g10粒盒,1
2226,"用于气血两亏、肾虚所致的月经不调、经血量少、后错,经期腹痛",1
2227,"镀铝膜装,每盒10袋。",1
2228,本品为淡黄色至黄褐色鱼雷状栓剂。,1
2229,0.51g48片盒,1
2230,"用于冲任不固、阴虚血热所致月经过多、经期延长、症见月经量多或经期延长,经色深红[unused1]15g6袋盒",1
2231,个别患者用药后出现肛门异物刺激、肛门红热、不适感、排便感等。,1
2232,"补肾,益精,助阳,润燥。",1
2233,"用于多种外科手术后的刀口疼痛、出血刀口疼痛、出血,外伤骨折,筋骨扭伤,风湿痹痛以及崩漏、痛经、牙龈肿痛、出血儿童儿童[unused1]活血止痛、化瘀止血,用于用于术后疼痛出血、痛经、崩漏等",1
2234,用于湿热蕴结所致急、慢性肾炎水肿、血尿、蛋白尿。,1
2235,"铝塑包装,0.38克粒,30粒盒。",1
2236,"用于肝郁血虚、脾失健运所致的月经不调、月经前后诸症,症见经行前后不定期、经量或多或少、有血块,经前胸闷、心烦、双乳胀痛、食欲不振经量或多或少、有血块经行前后不定期[unused1]尚不明确。",1
2237,每10丸重2.5g,1
2238,阜新蒙药有限责任公司,1
2239,用于肾虚型和气血虚弱型先兆流产和习惯性流产,1
2240,"4.改善微循环:益母草能使肠系膜微循环障碍的大鼠微血流从粒状变成线状,闭锁的毛细血管重新开放。",1
2241,对内分泌失调引起的月经不调、心神不安、头昏头痛、体虚乏力、乳腺肿胀、子宫肌瘤、更年期综合等多种疾病具有独特的双向调节功能;,1
2242,4g10瓶盒,1
2243,莪术醇等对小白鼠肉瘤37、子宫颈癌、艾氏腹水癌有抑制作用。,1
2244,广东德鑫制药有限公司,1
2245,能减轻家兔子宫炎性肿胀;,1
2246,"1,忌食生冷食物。",1
2247,本品为棕色透明胶冻状半固体水溶性凝胶。,1
2248,"5.服药后痛经不减轻,或重度痛经者,应到医院就诊。",1
2249,0.3g36s10盒,1
2250,"四周岁以上儿童,一次2克,一日3次。",1
2251,广西古方药业有限公司,1
2252,"灯心草汤或温开水送服,一次6g,一日23次。",1
2253,故临床用于治疗妇女月经不调、痛经妇女月经不调、痛经等有较好的疗效。,1
2254,"11.如正在使用其他药品,使用该药品前请咨询医师或药师。",1
2255,收敛止血。,1
2256,本品为深棕色的颗粒;,1
2257,"抑制蛋清引起的大鼠足肿胀,减少冰醋酸所致小鼠扭体次数,降低体内感染大肠杆菌小鼠的死亡率。",1
2258,"7.改善微循环:降低血小板的粘附和凝聚及血液的粘稠度,从而改善微循环。",1
2259,每支装10毫升;,1
2260,"一次34粒,一日3次。",1
2261,"用于气血两虚、气滞血瘀气滞血瘀所致的月经不调,症见月经提前、月经错后、月经量多、神疲乏力、行经腹痛[unused1]口服。",1
2262,"7.因服药每日大便超过2次,可酌情减量,避免营养吸收不良和脱水。",1
2263,"本品为暗红色澄清液体,有酒香气,味甜,微酸。",1
2264,"本品为薄膜衣片,除去包衣后,显棕褐色;",1
2265,"本品能显著的抑制大白鼠血栓形成,增加纤维蛋白溶解酶活性,抑制血小板聚集功能和改善微循环作用,从而证明这一古代名方活血化瘀作用的科学性、可靠性。",1
2266,"一次4粒,一日3次,疗程28天。",1
2267,江西汇仁药业股份有限公司,1
2268,3有高血压、心脏病、肾病、糖尿病心脏病、肾病、糖尿病或正在接受其他治疗的患者均应在医师指导下服用。,1
2269,"也可试用于上节育环引起的阴道流血,月经过多[unused1]热水冲服,一次2袋,一日23次。",1
2270,细胞分化的调节作用;,1
2271,"生津止渴,清凉解热。",1
2272,感冒、发热勿服。,1
2273,感冒发热勿服本品。,1
2274,1[unused1]忌不易消化食物。,1
2275,用于膀胱湿热所致淋症[unused1]清热解毒、利尿通淋[unused1]开水冲服。,1
2276,用于乳腺增生病,1
2277,"4平素月经正常,突然出现月经过多或过少,或经期错后,或阴道不规则出血,应去医院就诊。",1
2278,吉林双星药业有限公司,1
2279,"口服,一次40毫升(2支),一日1-2次。",1
2280,2.孕妇及糖尿病患者服用时请向医师咨询。,1
2281,"10.有活动性消化道溃疡出血,或则既往曾复发溃疡出血的患者。",1
2282,孕妇及月经期妇女禁用。,1
2283,肾病综合征,1
2284,4.过敏体质者慎用。,1
2285,"药用铝塑复合膜包装,每袋装3克,每盒装12袋。",1
2286,5.按照用法用量服用长期服用应向医师咨询。,1
2287,味酸、苦、微咸。,1
2288,改善肾上腺素引起的大鼠肠系膜微循环障碍及高分子右旋糖酐所致的家兔血液粘滞性;,1
2289,血管神经性头痛、脂溢性脱发,1
2290,四川维奥制药有限公司,1
2291,四川德元药业集团有限公司,1
2292,"一次6g,一日3次,8周为一疗程;",1
2293,"也可试用于上节育环引起的阴道流血,月经过多儿童禁用。",1
2294,"用于气血两虚,身体瘦弱,腰膝酸软,月经量少腰膝酸软,月经量少、后错,带下[unused1]孕妇禁用。",1
2295,"用于脾虚,湿盛,白带量多",1
2296,"3、有内科疾病,或正在接受其他治疗者,均应在医师指导下服用。",1
2297,"用于气血两虚,身体瘦弱,腰膝酸软,月经量少、后错,带下腰膝酸软[unused1]如与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",1
2298,"气微,[unused1]味微苦。",1
2299,功能性子宫出血及上环后子宫出血见上述证候者。,1
2300,味微苦、咸。,1
2301,"每粒重1.5g[含毛冬青提取物(以总黄酮计)100mg,吲哚美辛25mg]",1
2302,"温肾助阳,填精生髓,涩精止遗。",1
2303,基片重0.35g,1
2304,"1.饮食宜清淡,忌酒及辛辣、生冷、油腻食物。",1
2305,"铝塑泡罩包装,0.27g18片2板盒。",1
2306,"3、极个别病例ALT疗后异常升高,尚不能排除与本品的因果关系。",1
2307,"6、对花红颗粒过敏者禁用,过敏体质者慎用。",1
2308,"4.带下量多,气臭或伴少量血性分泌物,均应在医师指导下使用。",1
2309,"调经养血,顺气化瘀。",1
2310,"开水冲服,一次5克,一日3次,病情较重者可加倍服用。",1
2311,异烟肼可使血清胆红素、丙氨酸氨基转移酶及门冬氨酸氨基转移酶的测定值增高。,1
2312,"口服或配方兑入药汁中服用,每次半块(袋),日2-3次。",1
2313,"儿童每次0.1-0.2g,每日3次,或遵医嘱。",1
2314,用于气血两虚补气养血。,1
2315,"本品为品为胶囊剂,内容物为棕红色至土红色的颗粒;",1
2316,"用于产后子宫复旧不全引起的恶露不尽,产后出血,腰腹隐痛,气短多汗,大便难益肾养血,补气滋阴,活血化瘀。",1
2317,"外用,用时振摇。",1
2318,3.阴虚火旺者慎用。,1
2319,"用与引导滴虫,滴虫性引导炎,滴虫性尿道炎[unused1]尚不明确。",1
2320,舒肝理气、软坚散结、活血化瘀、消肿止痛。,1
2321,"补气养血,祛瘀调经。",1
2322,"动物试验表明,本品有一定的雄激素活性。",1
2323,"用于气血两亏引起的月经量少、后错,行经腹痛,带下,少腹冷痛,腰酸腿软,产后虚弱[unused1]口服,一次10毫升,一日2次。",1
2324,"PVC、铝箔装,每盒24片。",1
2325,用于先兆流产、习惯性流产,1
2326,本品为棕色至黑褐色的浓缩丸;,1
2327,3、请摇匀后使用。,1
2328,"春夏季一次5粒,秋冬季一次10粒。",1
2329,4.对本品过敏者禁用。,1
2330,"用于阳萎,遗精,腰腿酸痛,精神不振,夜尿频多,畏寒怕冷,妇女月经过多,白带清稀",1
2331,3个月为一疗程。,1
2332,湿热下注[unused1]带下量多色黄有味[unused1]清热[unused1]除湿止带,1
2333,用于霉菌性、滴虫性阴道炎,1
2334,"西药止痛剂只是治标,只能起到暂时止痛的作用,不能从根本上治疗痛经,而且容易掩盖病症,[unused1]延误病情,应该不提倡应用。",1
2335,"1.阴虚火旺患者慎服,有药物过敏史、过敏体质者在医师指导下服用。",1
2336,对士的宁所致去势小鼠惊厥死亡有一定对抗作用;,1
2337,"1.本品含雄黄,不宜长期使用;",1
2338,"用于气血两亏,肾虚宫冷,月经不调,崩漏带下,腰膝酸痛,宫冷不孕辛辣、生冷食物[unused1]口服,一次3粒,一日23次。",1
2339,"用于更年期潮热汗出,眩晕耳鸣,烦躁失眠[unused1]非处方药物(甲类),国家基本药物目录",1
2340,肾阳不足、气滞血瘀所致的乳腺增生。,1
2341,本品为棕色的澄清液体;,1
2342,7、花红颗粒性状发生改变时禁止使用。,1
2343,"用于气血两虚,身体瘦弱,腰膝酸软,月经不调,白带量多[unused1]如果服用任何其他药品请告知医师或药师,包括任何从药房、超市或保健品商店购买的非处方药品。",1
2344,对本药品所含任何成分过敏者禁用。,1
2345,"非处方药物(乙类),中药保护品种二级",1
2346,"口服苦参粉胶囊或苦参片,可治疗人肠滴虫,成人按生药剂量每次1.24片,每日3次,小儿成人按生药剂量每次1.24片,每日3次,小儿酌减。",1
2347,"口服,一次5粒,一日2次,月经来潮前2天开始服用,7天为一疗程。",1
2348,3g9袋盒,1
2349,荣则不痛;,1
