index,text
3.增强免疫功能:加强机体防卫功能(增强白细胞吞噬能力)。,2
饭后服用。,2
"PVCPE复合片,7粒X1板盒。",2
"6,本品宜饭前或进食同时服用。",2
10g9袋,2
"口服,一次4粒,一日2次。",2
"补气血,益肝肾。",2
"清热燥湿,去腐生肌。",2
江西海尔思药业有限公司,2
3、感冒时不宜服用本药;,2
云南龙发制药有限公司,2
益肾利湿。,2
75ml1盒2.5g7袋1盒,2
7.该药品性状发生改变时禁止使用。,2
可连服一个月。,2
"蒙药经典,用于心、肾赫依病,气滞腰痛,小腹冷痛,月经不调,白带过多",2
3.本品宜饭前服用;,2
湖北东信药业有限公司,2
"补肝肾,益精血。",2
"国家医保目录(乙类),国家基本药物目录,中药保护品种二级",2
"穿山龙在体内具有类似甾体激素样作用,其煎剂用以治疗各种风湿痛,大骨节病等会产生一些生理上的良性反应。",2
"一次3克,一日2次。",2
每袋装10克,2
"或坐浴,每日两次。",2
患有浅表性胃炎或脾胃虚寒者饭后服用。,2
7、请将此药品放在儿童不能接触的地方。,2
枸杞子有抗衰老和免疫调节作用;,2
"用于妊娠后漏下不止,胎动不安者,需经医师诊断认可后服用,以免误用伤胎。",2
"彝医:西弗色哩哩诺奴诺,夫撒凯奴,吐土希,罗母格基。",2
偶见过敏反应、轻度局部刺激性、调整浓度可消失。,2
"2.凡血分有热,胃火炽盛,肺有痰热,外感风寒或风热者慎服。",2
"气微香,味微甜,略苦。",2
"5.[unused1]服药2周症状无缓解,应去医院就诊。",2
本品为黑棕色的浓缩水丸;,2
"月经不调者于月经干净后服用,十二天为一疗程,带下病,十天为一疗程。",2
"滋阴,养血,祛风,活络,止痒,除油脂。",2
1.少吃生冷及油腻难消化的食品。,2
"一次1粒,一日1次,根据炎症的轻重,盆腔炎一疗程用药12~15粒,附件炎一疗程用药7~10粒。",2
国药控股深圳中药有限公司,2
"威灵仙含白头翁素,皂甙等,具有明显镇痛作用。",2
吉林国药制药有限责任公司,2
孕妇慎用;,2
本品为黄色至深黄色的颗粒;,2
30g4瓶,2
9.本品性状发生改变时禁止使用;,2
"温补肾阳,填精改髓。",2
"一次2~4片,一日3次。",2
丸剂(浓缩水丸),2
本品为颗粒剂。,2
"活血解毒,消肿止痛。",2
福州海王金象中药制药有限公司,2
"口服,一次1袋,一日3次。",2
"益气补血,通络生乳。",2
"用于行经腹痛,胃痛,胁痛,头痛",2
治斑秃的经典药物。,2
复方斯亚旦生发酊(斯亚旦):外用。,2
云南希陶绿色药业股份有限公司,2
"5对本品过敏者禁用,过敏体质者慎用。",2
"本品为薄膜衣片,除去薄膜衣后显棕黄色至棕褐色;",2
12片3板盒,2
"用于气虚血瘀,痰湿凝滞引起的慢性盆腔炎,症见白带增多者",2
"2、服药期间不宜喝茶和吃萝卜,不宜同时服用藜芦、五灵脂、皂荚或其制剂。",2
"10、棉栓放入阴道不应超过12小时,取出时拉出棉栓,使不洁分泌物得以清除。",2
0.28g36粒盒,2
天津达仁堂京万红药业有限公司,2
选用天然中药材科学配制.采用现代化工艺精制而成.具有温肾健脾.补养气血.活血化瘀.调整内分泌.改善微循环等功效.主要用于内分泌失调引起的各种乳腺增生病.脾肾两虚.气滞血瘀.理气化瘀.软坚散结.用于乳癖属气滞血瘀证者(乳腺增生).,2
5.服药期间出现其他妇科疾病时应去医院就诊。,2
24粒盒。,2
"软坚散结,用于甲状腺肿大,乳腺增生、脂肪瘤等",2
抗寄生虫类,2
0.32g80片,2
对家兔在体子宫平滑肌收缩有增加作用;,2
"中医:清热解毒,利尿通淋,软坚散结。",2
"白术、陈皮健运脾胃,以益气血生化之源,为佐药。",2
"本品为薄膜衣片,除去薄膜衣后显灰褐色;",2
沈阳永大制药有限公司,2
"促进小鼠小肠运动,对小鼠和大鼠表现一定的抗炎作用。",2
滋补肝肾。,2
"用于月经不调,行经腹痛。",2
"淫羊藿具有雄性激素样作用,还能抑制细菌,灭活病毒。",2
"铝塑,12粒板x2板盒。",2
一日3次。,2
"8.服药二周症状无改善,应去医院就诊。",2
忌食辛辣油腻食物。,2
0.4g60粒盒,2
3.心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。,2
江西杏林白马药业有限公司,2
"一次6-9克,一日1-2次,临经时服用。",2
"一次5克(约二分之一瓶盖),一日3次。",2
清热解毒。,2
"4.按照用法用量服用,长期服用应向医师咨询。",2
"一次2粒,一日3次。",2
"4.红景天性寒热,本品不能和红景天同服,不适宜搭配其他茶类。",2
在医生指导下使用。,2
清热凉血、降压、愈溃疡。,2
160ml瓶,2
江西汇仁药业有限公司,2
"本品为棕褐色略粘稠液体,气香。",2
"7、治疗月经不调,服用1个月症状无缓解,应去医院就诊。",2
"12、对本品过敏者禁用,过敏体质者慎用。",2
"10.如正在使用其他药品,使用该药品前请咨询医师或药师。",2
"清热,祛湿,化瘀,止带。",2
"临床前动物试验结果提示:本品能降低巴豆油注射致无菌性阴道炎、大鼠的阴道炎性肿胀指数,抑制二甲苯致小鼠耳肿胀、蛋清致大鼠足肿胀及大鼠棉球肉芽组织增生;",2
"铝塑板装,20粒板x3板盒。",2
应去医院就诊。,2
"补肝肾,益气血,强腰膝。",2
"活血化瘀,行气止痛。",2
"说明本品对雄性动物的精子量和活力有促进作用,对雌性动物的激素水平有提高的作用。",2
滋阴补肝肾。,2
广州陈李济药厂有限公司,2
药品阴凉贮存区(20以下),2
0.4g48粒盒,2
4、有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。,2
"本品为胶囊剂,内容物为黑褐色的颗粒;",2
"补肝肾,益气血。",2
2、忌辛辣、生冷、油腻食物。,2
广东太安堂药业股份有限公司,2
浙江新明珠药业有限公司,2
吉林省华侨药业集团有限公司,2
"清热解毒,清利湿浊,理气活血,消炎止痛,祛瘀通淋。",2
"4、月经过多者不宜服用本药,带下量多气臭者应去医院就诊;",2
寒凝血瘀rdquo;,2
用于气滞血瘀的胃痛、胁痛、头痛及痛经,2
一般停药后自愈。,2
"15.如正在使用其他药品,使用本品前请咨询医师或药师。",2
"偶见恶心、呕吐,停药后可自行消失。",2
"与其他药物同时使用可能会发生药物相互作用,详情请咨询医师或药师。",2
24片盒,2
"少数患者服药后可出现轻度恶心,上腹部饱胀不适等胃肠道反应,可改为饭后服。",2
1.[unused1]忌食生冷食物。,2
"补肾强心,壮阳通痹。",2
"偶见皮疹,可对症处理。",2
"实验表明,生香附、制香附均有降低大鼠离体子宫张力,缓解子宫痉挛以及提高小鼠痛阈的作用,但以醋制香附作用较强,且醋蒸法优于醋炙法。",2
4g10袋盒,2
"6.服药2周症状无缓解,或服药后痛经不减轻,或重度痛经者,应到医院诊治。",2
本品为棕褐色的澄清液体;,2
"11、用药7天症状无缓解,应去医院就诊。",2
"如与其它药物同时使用可能会发生药物相互作用,详情请咨询药师或医师。",2
7.其他:益母草还有降压、兴奋呼吸中枢、利尿及箭毒样作用。,2
1.忌生冷、油腻食物。,2
用于慢性前列腺炎湿热挟瘀症。,2
"醇浸膏在体外有抗滴虫作用,其强度弱于黄连,而与蛇床子相近。",2
"4.治疗痛经,宜在经前3~5天开始服药,连服1周。",2
"本品为色糖衣片,除去糖衣后显褐棕色;",2
"4.服药1周症状无改善,应去医院诊治。",2
"补肝肾,乌须发。",2
化疗提高营养,2
用于前列腺炎及慢性盆腔炎等,2
"用于肾脾双虚,气滞血瘀,前列腺增生,慢性前列腺炎。",2
"一次2粒,一日3次,10~20天为一疗程。",2
"4粒2板包装内未配置棉栓,建议使用卫生巾)",2
0.3g12粒2板,2
"外敷一片卫生巾,以防污染内裤。",2
"本品具有明显的高纤维蛋白溶解酶的活性,促进粘膜愈合,有效防止炎症复发;",2
"非处方药物(乙类),外用药物,中药保护品种二级",2
"铝塑板包装,15片2板盒。",2
3.感冒时不宜服用。,2
"3.气血两虚引起的月经量少,色淡质稀,伴有头晕心悸,疲乏无力等不宜选用本药。",2
烟台渤海制药集团有限公司,2
蒺藜有降压、抗衰老和调节免疫功能的作用;,2
"有效期至2017815,特价中,介意者慎拍",2
"4.服药二周后症状未改善,应去医院就诊。",2
"用于肝肾阴虚,目涩畏光,视物模糊,迎风流泪",2
"2.风寒咳嗽者不宜服用,其表现为咳嗽声重,鼻塞流清涕。",2
"滋阴,除烦安神。",2
"辅以紫草、黄柏、苦参,紫草活血、凉血、解毒,透疹;",2
2.不宜与感冒药同时服用。,2
用于附件炎、盆腔炎,2
"5,高血压,糖尿病患者或正在接受其他药物治疗的患者应在医师指导下服用。",2
天津中新药业集团股份有限公司隆顺榕制药厂,2
血液疾病类,2
本品为棕褐色大蜜丸;,2
江西南昌桑海制药厂,2
四川升和药业股份有限公司,2
本品为淡棕色至红棕色的液体;,2
本品为妇科月经不调类非处方药药品。,2
"如有生育要求,应在医师指导下服用。",2
本品为水溶性乳白色至棕黄色稠厚液体,2
月经期及酒精过敏者禁用。,2
"前列舒乐颗粒能增加脾脏指数和胸腺指数,增强腹腔巨噬细胞吞噬功能,能促进溶血空斑细胞形成。",2
2.如发现肾功能异常应立即停药。,2
"口服,一次3~4粒,一日3次。",2
腹泻患者慎用。,2
本品为深褐色至黑色的大蜜丸;,2
3.本药不宜与人参及其制剂同服。,2
0.88g45s盒。,2
本方由益母草组成。,2
6.儿童应在医师指导下服用。,2
"模型的全血黏度、血流变速度、血浆黏度、血细胞比容等指标,提示本品有较好的活血化瘀作用。",2
"复合膜袋装看g,每盒10袋。",2
"气微,味苦、微甜。",2
活血逐瘀、祛寒止痛。,2
0.38g24粒盒,2
远大医药黄石飞云制药有限公司,2
连续用药10次为一疗程。,2
"小鼠扭体法和热板法镇痛试验表明,本品有镇痛镇痛试验表明,本品有镇痛作用。",2
呼伦贝尔松鹿制药有限公司,2
"用于湿热瘀滞所致的带下病,症见带下量多、色黄、时有阴部瘙痒;",2
"5.合并胃炎者,宜饭后服用。",2
1.忌食生冷食物;,2
"服药期间不宜喝茶和吃萝卜,不宜同时服用五灵脂、皂荚五灵脂、皂荚或其制剂。",2
用于湿热下注所致的带下量多[unused1]孕妇及哺乳期妇女禁用。,2
8请将此药品放在儿童不能接触的地方。,2
"清肾热,利尿。",2
1.忌食生冷、少进油腻。,2
"一般以10天为一疗程,据54例观察结果,临床治愈率占50。",2
"7.按照用法用量服用,服药过程中出现不良反应应停药,并向医师咨询.长期服用应向医师咨询。",2
6、药品性状发生改变时禁止服用。,2
"补肾健脾,补血养阴。",2
"用于湿热瘀滞所致带下病、月经不调,症见带下量多、色黄质稠、小腹隐痛、腰骶酸痛、经行腹痛;",2
"调节免疫:增强免疫功能,抗自身免疫。",2
"3、体股癣:用50浓度洗液(即取本品50毫升加冷开水至100毫升混匀)涂擦患处,一日3次,21天为一疗程。",2
铝塑泡罩。,2
"服后偶见头晕,可自行消失,不必停药。",2
理气、活血、止痛。,2
"3.对长期不孕或流产后不孕者,有促进妊娠的作用,应于月经干净三天开始服用,直至妊娠为止(经期停服)。",2
威海人生药业集团股份有限公司,2
6g8袋盒,2
"滋补肝肾,益气养荣,活络生发。",2
有效期24个月。,2
"每日1次,连续3次为一疗程,临床观察176例,总有效率为71.5。",2
"消炎,解毒。",2
6.老人、少女、孕妇均应在医师的指导下服用。,2
丸剂(糊丸),2
1.经期忌食生冷饮食。,2
"一次2g,一日2次。",2
下次用药前把阴道残渣洗出。,2
1.孕妇慎用;,2
行经腹痛、寒湿带下,2
"一次46片,一日23次。",2
3.忌气恼劳碌。,2
"6.对本品过敏者禁用,过敏体质者慎用;",2
辽宁金丹药业有限公司,2
"一次3片,一日4次。",2
"5.增强免疫作用,能明显增强腹腔巨噬细胞吞噬功能。",2
6药品性状发生改变时禁止服用。,2
"口服,一次6粒,一日2次。",2
山西省吕梁中药厂,2
可抑制腹腔白细胞向炎灶区域游走。,2
广东万年青制药有限公司,2
"口服,一次5~6片,一日2次。",2
10.[unused1]请将本品放在儿童不能接触的地方。,2
0.3g24s盒。,2
本品为棕褐色至黑棕色的水蜜丸;,2
口服固体药用(高密度聚乙烯聚丙烯聚酯)瓶包装;,2
"3.平素月经正常,突然出现月经过少,或经期错后,或阴道不规则出血,或带下伴阴痒,或赤带者应去医院就诊。",2
9、该品性状发生改变时禁止使用。,2
"活血调经,化癥止痛,软坚散结。",2
用于火热内蕴所致的头痛、眩晕、瘰疬、瘿瘤、乳痈肿痛;,2
每盒6粒。,2
黄柏提取物有降压、降血糖及促进小鼠抗体生成等作用。,2
7.本品性状发生改变时禁止使用;,2
江西众源药业有限公司,2
消除下腹坠涨、腰骶酸痛、神疲乏力等慢性妇科炎症症状;,2
增加麻醉犬股动脉血流量。,2
14、请将本品放在儿童不能接触的地方。,2
"如与其它药物同时服用可能会发生药物相互作用,详情请咨询医师或药师。",2
温肾补虚。,2
忌食生冷食物。,2
1.感冒时不宜服用本药。,2
广西双蚁药业有限公司,2
详见说明书,2
湖南德海制药有限公司,2
"⒉对心血管系统的作用:抗心肌缺血和抗心绞痛,抗实验性心肌梗死、抗血栓。",2
每瓶装250ml,2
石决明有抗感染作用;,2
"体外实验亦表明,益母草有明显的降低血液黏度的作用。",2
"用于肝气不舒的两胁疼痛,月经不调,黄褐斑",2
"行气活血,软坚散结。",2
西安大唐制药集团有限公司,2
"使用方法:[unused1]晚上睡觉前取宫颈炎康栓1粒,戴上指套,平躺,弯曲双膝,药栓尖端向内,用手指将药栓置于阴道后穹隆。",2
"6、服药1个月症状无缓解,应去医院就诊。",2
2.忌食生冷食物。,2
阴虚火旺者慎用。,2
"9.用药7天症状无缓解,应去医院就诊。",2
"8.对本品过敏者禁用,过敏体质者慎用;",2
"理气和血,补血调经。",2
"用于湿热下注所致的带下量多、黄稠,经期腹痛;",2
"用生姜擦净患处皮肤,将膏药加温软化,贴于患处或穴位。",2
11.本品性状发生改变时禁止使用。,2
"1、本品为阴道给药,禁止内服。",2
2[unused1]可减少铁吸收的药物有西咪替丁、四环素类抗生素、去铁胺等。,2
"清热解毒,凉血除湿,杀虫止痒。",2
"疏肝活血,软坚散结。",2
6.抗炎:其抗炎活性部分主要在于黄体酮类化合物。,2
"8、用药部位如有烧灼感等不适时应停药,严重者应去医院就诊。",2
"固肾养血,益气祛风。",2
塑料瓶。,2
"又本品于幼小雌鼠口服后,可明显增加子宫的重量。",2
"能降低家兔血浆PGF1a、TXB2及血清雌二醇的浓度,升高血清孕酮含量;",2
抗炎:对急性、亚急性或慢性炎症均有明显抑制作用。,2
补养气血。,2
解毒利湿;,2
饭后温开水送服。,2
"用于性欲衰退,肾虚,气弱,阳痿,早泄,遗精及男女肾病。",2
5、服本药时不宜同时服用藜芦、五灵脂、皂荚或其制剂;,2
3.糖尿病患者慎用。,2
国家医保目录(甲类),2
"2.服药期间不宜喝茶和吃萝卜,不宜同时服用藜芦、五灵脂、皂荚或其制剂。",2
"11.用药7天症状无缓解,应去医院就诊。",2
少数病人有出现局部瘙痒、红肿、疼痛。,2
"3.服药期间出现食欲不振,胃脘不适,大便稀,腹痛等症状时,应去医院就诊。",2
10、请将该品放在儿童不能接触的地方。,2
"2.若有皮肤过敏反应,立即停用。",2
"动物试验结果显示:本品能提高小鼠痛阈值,抑制二甲苯所致小鼠耳廓的肿胀,抑制小鼠棉球肉芽肿的生长。",2
每10丸重1g,2
"药用PE、PVC复合包装,7粒盒。",2
湖北威仕生物药业股份有限公司,2
一日2次。,2
"1.本品与磷酸盐类、四环素类及鞣酸等同服,可妨碍铁的吸收。",2
"6、服药二周或服药期间症状无明显改善,或症状加重,或出现新的严重症状,应立即停药并去医院就诊。",2
"黄芪、当归为巨药,补气养血,相得益彰,助君药之功;",2
13、本品性状发生改变时禁止使用。,2
"5、按照用法用[unused1]量服用,长期糜ο蛞绞ψ裳、服药2周症状无改善,应去医院就诊;",2
每支装2ml,2
"口服,一次2粒,一日2次,连服7天。",2
广州诺金制药有限公司,2
"请立即停药,详情请咨询医师或药师。",2
"用于乳癖结块,乳痈初起;",2
14.请将本品放在儿童不能接触的地方。,2
"口服,一次5粒,一日2次。",2
气微腥。,2
0.45g36粒盒,2
4.本品含枸橼酸铁铵、维生素B1。,2
江西普正制药有限公司,2
宁波立华制药有限公司,2
50s10袋,2
广东逢春制药有限公司,2
"用于血瘀所致的月经不调,症见经水量少[unused1]每袋装15g",2
湖北福人药业股份有限公司,2
"疏肝养血,理气解郁。",2
山西振东开元制药有限公司,2
"3.服药一周后,症状未见缓解,或症状加重者,应及时到医院就诊。",2
"用于月经不调,乳房胀痛或伴见颜面黄褐斑",2
"4.服药3天症状无缓解,应去医院就诊。",2
"3.平素月经正常,突然出现月经量少,或月经错后,或阴道不规则出血应去医院就诊。",2
"一次5粒,一日3次,连服9天为一个疗程,或遵医嘱。",2
"口服,一次1支,一日2次。",2
"非处方药物(甲类),国家基本药物目录,中药保护品种二级",2
10请将本品放在儿童不能接触的地方。,2
"行气破瘀,生肌止痛。",2
广州康和药业有限公司,2
"无溃破者,可直接用原液涂擦,一日3~4次;",2
山西正元盛邦制药有限公司,2
厦门中药厂有限公司,2
"口服,一次3~4片,一日3次。",2
"水蜜丸一次5克,一日2次。",2
"本品为胶囊剂,内容物为深棕色颗粒;",2
"4.按照用法用量服用,治疔一周后症状未改善,应去医院就诊。",2
"1.服药期间,忌食辛辣刺激性食物,避免剧烈运动以及重体力劳动。",2
0.32g24粒盒,2
"2.肾虚带下不宜选用,其表现:肾阳虚者白带清稀、量多、质稀薄,伴有腰酸如折,小腹发凉,小便清长,夜间尤甚等症;",2
"6.服药2周症状无缓解,应去医院就诊;",2
陕西渭南华仁制药有限责任公司,2
"安胎,养血。",2
"一次2-3片,一日2次。",2
肾阴虚者禁服。,2
胎囊未完全排出者禁用。,2
用于风寒骨痛、跌打损伤、闪腰岔气、局部肿痛;,2
吉林省抚松制药股份有限公司,2
"用于肾阳虚弱,气血亏损引起:头昏健忘,目暗耳鸣,腰膝酸软,阳痿滑精,宫寒带下,滑胎小产。",2
西安千禾药业有限责任公司,2
"非处方药物(甲类),国家医保目录(甲类),外用药物,国家基本药物目录",2
"5.孕妇禁服,对本品过敏者禁用,过敏体质者慎用。",2
丸剂(大蜜丸丸剂(大蜜丸),2
"益气,下乳。",2
"11.如正在服用其他药物,使用本品前请咨询医师或药师。",2
用于月经量少,2
"用于湿热瘀阻所致的淋证,证见:尿急,尿频,尿痛;",2
"外用药物,中药保护品种二级",2
"益气温阳,活血利水。",2
"气微,味甜。",2
"用于盆腔炎,症见带下量多,下腹疼痛等症",2
黑龙江葵花药业股份有限公司,2
"疏肝理气,活血化瘀[unused1]消散乳块。",2
2.孕妇、糖尿病患者慎用。,2
益肾壮阳。,2
2、请将此药品放在儿童不能接触的地方。,2
白细胞减少,2
2.对革兰氏阳性和阴性菌有明显抑制作用。,2
"清热除湿,益气化瘀。",2
"氧化苦参碱的作用与苦参碱大体相同,日本报道它对S180治疗作用较裂丝霉素大7~8倍。",2
片剂(素片),2
每片重0.32g,2
本品不宜大量、长期服用。,2
1[unused1]列腺增生的影响:前列安通片对大鼠前列腺增生模型引起的前列腺增生、精囊湿重及湿重指数有明显下降趋势。,2
4.镇痛:白芍和延胡索具有镇痛的作用。,2
天津太平洋制药有限公司,2
陕西白鹿制药股份有限公司,2
6g10丸盒。,2
"3.平素月经正常,突然出现月经过少,或经期错后,应去医院就诊。",2
100g瓶。,2
"用药期间应注意个人卫生,防止重复感染。",2
20g30袋,2
本品为棕红色液体;,2
"补气活血,调经止痛。",2
"14.如正在使用其他药品,使用本品前请咨询医师或药师。",2
"又能抑制过度亢奋的中枢神经,起到镇静与改善睡眠作用。",2
"补气,养血,调经。",2
"用于肾阳虚衰所致的阳痿,早泄,遗精。",2
"用于气虚血瘀所致的产后恶露不绝,症见产后出血过多、淋漓不断、神疲乏力,腰腿痠软",2
"锁阳固精,滋阴补肾。",2
大蜜丸每丸重9克,2
十盒为一疗程。,2
"气芳香,味甜、微苦。",2
"减少催产素致子宫收缩小鼠扭体反应次数,提高热板法小鼠痛阈值,减少冰醋酸致痛小鼠扭体反应次数。",2
"中药制剂,用于斑秃、全秃",2
"用于血虚萎黄,眩晕心悸,心烦不眠,肺燥咳嗽",2
"温经活血,调经止痛。",2
"补血生精,健脑补肾。",2
6g9袋盒。,2
"本品为硬胶囊,内容物为棕色至棕褐色的颗粒及粉末;",2
9.儿童必须在成人的监护下使用。,2
5g6袋盒。,2
"动物试验表明,苦参碱对艾氏腹水癌、S180都有明显的治疗作用,对宫颈癌、胃癌、肝癌、胆囊癌、肺癌及食道癌等有一定疗效,国外认为苦参碱是一类有希望的抗癌药物。",2
"清热解毒,通淋利尿,抗菌消炎。",2
"阴道炎患者睡前洗净阴部,取平卧或适当体位,戴好消毒指套,用手将药片送到阴道深部后穹窿处。",2
"口服,经期或经前5天一次3~5粒,一日3次;",2
主要有刺激骨髓造血和提高免疫功能等作用。,2
吉林敖东延边药业股份有限公司,2
"解毒祛湿,杀虫止痒。",2
已婚妇女月经期、妊娠期及阴道局部有破损者不宜使用。,2
"如与药物同时使用会发生药物相互作用,详情请咨询医师或药师。",2
国药集团德众(佛山)药业有限公司,2
"气微香,味甜、微苦。",2
见恶心、呃逆、腹痛、腹泻、胃脘胀痛、嘈杂、便秘、头晕烦燥、皮疹、瘙痒。,2
气香、味苦。,2
"6.服药2周症状未明显改善,或症状加重者,应立即停药并到医院就诊。",2
偶见头晕及轻度消化道反应。,2
1.6g8粒盒,2
"一次4~6片,一日3次,或遵医嘱。",2
"清洁患部,按摩2~3分钟,喷涂适量,一日3次。",2
"动物实验表明,本品有镇痛、抗炎、改善血液循环和微循环的作用。",2
"软坚散结,活血化瘀,扶正固本。",2
一个月为一疗程。,2
"不宜喝茶和吃[unused1]萝卜,以免影响药效。",2
补肾壮阳、活血通络。,2
"用于头发脱落和早白,6盒月,一个疗程18盒。",2
36粒瓶。,2
"清热燥湿,祛带止痒。",2
"口服,一次6~9克,一日2次。",2
"4.平素月经正常,突然出现月经过少,或经期错后,或阴道不规则出血者应去医院就诊。",2
"2、糖尿病或患有其他疾病者,应在医师指导下服用。",2
1.2g4粒,2
南宁市维威制药有限公司,2
"太极出品,用于肝郁气滞、痰瘀互结所致的乳癖,乳腺增生",2
"5.服药1周症状无改善,或服药后症状加重者,应去医院诊治。",2
"一次2~4片,一日2~3次。",2
陕西紫光辰济药业有限公司,2
"清热解毒,燥湿杀虫。",2
12s3板,2
13.请将本品放在儿童不能接触的地方。,2
"1.忌辛辣,生冷,油腻食物;",2
"热水冲服,一次2袋,一日2-3次。",2
10ml12支盒。,2
"口服,一次5~8片,一日2次。",2
"口服,一次6片,一日2次。",2
"每晚1粒,塞入阴道深处或遵医嘱。",2
"一次1.6g,一日2~3次,或遵医嘱。",2
"调经活血,温宫止带,逐瘀生新。",2
"补气养血,排瘀生新。",2
每片重0.36g,2
1[unused1]本品勿与抗酸药如碳酸氢钠、磷酸盐、鞣酸、浓茶等并用。,2
每瓶装100ml,2
"症见带下量多、色黄、气臭,少腹痛、腰骶痛,口苦咽干;",2
石家庄科迪药业有限公司,2
"气香,味甜、微辛、苦。",2
广州白云山潘高寿药业股份有限公司,2
0.35g36粒盒。,2
"用于肾气不足,腰膝痠软,记忆减退,头晕耳鸣,四肢无力",2
7、药品性状发生改变时禁止服用。,2
能使全血低切比黏度及高切比黏度有较大的下降。,2
"治疗滴虫性阴道炎,用苦参粉0.5克与等量葡萄糖、硼酸粉及枯矶粉混合作为一次量,行局部治疗。",2
"本品对解脲支原体、衣原体、白色念珠菌、淋球菌、金葡菌、大肠杆菌等有抑制作用,能抑制小鼠急、慢性炎症,并可提高小鼠醋酸致痛和热板致痛的痛阈值。",2
2对本品过敏者禁用,2
增加麻醉大鼠的肝组织血流。,2
2.过敏体质者慎用。,2
10g6袋,2
吉林省大峻药业股份有限公司,2
"5.孕妇、绝经后患者,应在医师指导下使用。",2
3.有高血压、心脏病、肾病、糖尿病心脏病、肾病、糖尿病或正在接受其他治疗的患者均应在医师指导下服用。,2
9.请将本品放在儿童不能接触的地方;,2
1、孕妇忌服。,2
味微甜、微苦。,2
补肾固本。,2
3.非缺铁性贫血(如地中海贫血)患者禁用。,2
8.该药品性状发生改变时禁止使用。,2
四川恩威制药有限公司,2
用于气血两虚兼有血瘀所致的月经不调。,2
用于头晕耳鸣、腰膝酸软、遗精盗汗,2
"阴道给药,每次1粒,一日[unused1]次。",2
"妇科苗药,用于湿热下注型盆腔炎、阴道炎、慢性宫颈炎、痛经",2
4孕妇慎用。,2
河南省百泉制药有限公司,2
味微甜。,2
0.5g36粒盒,2
"舒肝理气,散郁调经。",2
"不良反应的发生率低,偶有肛门不适、腹泻等症状。",2
"11.对本品过敏者禁用,过敏体质者慎用。",2
"用于肝郁气滞,痰瘀凝聚所致的乳腺增生,乳房胀痛",2
用于湿热下注,2
"用于肝气郁结,毒瘀互阻所致的乳腺增生,乳腺炎[unused1]尚不明确。",2
10.请将该药品放在儿童不能接触的地方。,2
清热燥湿、去腐生肌。,2
10ml10瓶,2
2、服药期间不宜吃生冷食物。,2
北京北卫药业有限责任公司,2
"一次25~50毫升,一日2次。",2
2.感冒发热病人不宜服用;,2
"塑料球壳装,每丸重9克,每盒装10丸。",2
能抑制家兔子宫内膜异位模型动物的子宫内膜生长。,2
"洗净外阴部,将栓剂塞入阴道深部或在医生指导下用药。",2
吉林敖东集团大连药业股份有限公司,2
"活血调经,用于月经不调、经水量少、痛经闭经、久不受孕",2
"川牛膝具有明显的止痛作用,还有扩张外周血管作用。",2
"6.对该药品过敏者禁用,过敏体质者慎用。",2
每粒装0.25克。,2
"抑制组织异常增生,促进增生组织萎缩。",2
广西万寿堂药业有限公司,2
每粒装0.35g,2
100片瓶。,2
2、提高人体免疫功能;,2
"4、平素月经正常,突然出现月经过少,或经期错后,或阴道不规则出血,或带下伴阴痒,或赤带者应去医院就诊。",2
"5.服药二周症状无改善,应去医院就诊。",2
12片板3板盒。,2
吉林市鹿王制药股份有限公司,2
50s10袋盒。,2
"活血化瘀,温经止痛。",2
2.胃溃疡进行性出血者忌服。,2
"抑制血小板凝集,[unused1]抑制血栓形成,对实验性DIC有预防作用。",2
"固经止血,滋阴清热。",2
"味咸,香。",2
"养血调经,补益肝肾,暖宫止痛。",2
"清热利尿,益肾化浊。",2
"5、服药2周症状无缓解,应去医院就诊。",2
味微苦、微酸。,2
滋阴清热、除烦安神。,2
尚不明确[unused1]。,2
用黄酒或温开水送服。,2
6.儿童、孕妇应在医师指导下服用。,2
本品为乳黄色至棕黄色的液体;,2
"10.棉栓放入阴道不应超过12小时,取出时应拉出棉栓,是不洁分泌物得以清除。",2
"清热解毒,活血通经,消肿止痛。",2
对醋酸致小鼠扭体反应有抑制作用。,2
"4、伴有赤带者,应去医院就诊;",2
"用于湿疹,症见瘙痒、红斑、水泡等",2
"温肾固精,养气养血。",2
4、未婚妇女不宜使用;,2
4.月经过多者感冒时不宜服用本药。,2
"舒肝解郁,活血解毒,软坚散结。",2
0.5g24s盒。,2
糖尿病患儿禁服。,2
"清热燥湿,利尿通淋。",2
"5.绝经后患者,应在医师指导下使用。",2
湖南富兴飞鸽药业有限公司,2
胎囊排出当日开始服药。,2
"用于产后受寒恶露不行或行而不畅,夹有血块,小腹冷痛",2
"用于月经不调,经期紊乱,腰腿酸痛,腹痛胀满",2
2、有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用;,2
祛寒补肾。,2
江西禹欣药业有限公司,2
6克6袋盒,2
"外用药物,国家基本药物目录",2
"本品为薄膜衣片,除去薄膜衣后呈深黄色至黄褐色,气微香,味微苦。",2
"动物试验结果表明,本品可减少药物流产大鼠子宫的出血量;",2
"用于月经量少、后错,经来腹痛[unused1]活血调经。",2
台州南峰药业有限公司,2
7.儿童必须在成人的监护下使用。,2
